Gene Symbol	Monocytes C	NK	T CD8 Memory	T CD4 Naive	T CD8 Naive	B Naive	T CD4 Memory	MAIT	T gd Vd2	Neutrophils LD	T gd non-Vd2	Basophils LD	Monocytes NC+I	B Memory	mDCs	pDCs	Plasmablasts
LAG3	0	6.319865151	16.18515731	0.942400105	0.643844912	0	3.594125986	17.16835479	36.72396411	0.083520415	22.45846399	0	0.021395987	0.054995476	1.123633777	0.410263007	0
AF131217.1	0	9.062999363	3.88261296	2.719811028	2.504524665	0.915907735	3.516794288	9.954186923	17.95430966	0	4.418461568	0	0.176177237	0.743661266	1.391093164	0.422898589	0.999387628
SYNM	0	0.243000383	2.10126812	1.067884602	0	0	1.87831325	1.845958188	9.255421276	0	6.600766306	0.197562069	0.056725145	0.071852106	0.751632992	0	2.338374927
JAKMIP1	0.071105768	19.54421549	36.27531787	0.603111588	0.019101931	0.544478852	18.61945793	15.38257623	60.14357178	0.048061892	38.01709168	0.017872028	0.374259159	1.132642299	0	0.038819421	8.795937467
BOLA2B	1.457315057	7.320454002	10.16565588	3.994648751	3.648492208	5.966199801	6.073839292	6.38017072	20.83740831	0.208801354	7.070281343	0.833728866	9.546868254	9.195854005	23.58783842	12.15591675	133.4446222
COL6A2	0	15.32515693	12.71526053	4.883968018	4.805369944	0.321575518	7.492600161	16.51378922	29.01536658	0	20.8579263	0.143927283	0.385013966	0.168187574	0	0	0.480558861
RP11-445H22.3	0	1.293728939	3.857595559	1.20008325	1.887982585	0	3.152466963	3.461841682	8.500114235	0	1.360600333	0	0	0.024576979	0	0.510834472	1.004817324
KIF19	0.544831593	7.233642246	15.65876954	1.875274078	0.525867815	0.274481421	5.770690044	1.377079626	11.57816359	0.159592639	11.28421182	0.280654426	1.246228167	0.55095457	2.364724472	1.019972874	5.584520989
CACNA2D2	0.042283151	4.711988169	4.397704283	2.005434106	1.048741037	0.647404159	2.06182926	4.438815759	7.889361448	0	6.160977197	0.27190027	0.19343476	0.332183527	0.194929078	0.153979744	1.441554434
CYB561	10.97226393	24.22538263	23.59521088	4.224611746	1.997621159	2.067064846	61.24414919	51.74986616	130.468446	6.112556814	15.21821038	0.330894735	46.78994102	3.201992369	40.87721051	1.04679247	26.75216605
UNC45B	0.217514421	1.63148666	1.984332555	0.315610216	0.245603204	0.025534684	0.913584779	1.917237312	3.388827633	0.01482919	1.122802448	0.031374962	0.225263715	0.041734731	0.192016478	0.027085035	0.115390128
LINC02218	0	0	0	0	0	0	0	0	0	18.25327892	0	0	0	0	0	0	0
PI3	0	0	0	0	0	0	0	0	0	65.02776958	0	0	0.235855157	0	0	0	0
TGM3	0	0	0	0	0	0	0	0	0	8.211457557	0	0	0	0	0	0	0
RP11-321E2.5	0	0	0	0	0	0	0	0	0	14.52837969	0	0	0	0	0	0	0
CSNK1A1L	0	0	0	0.018525498	0	0	0	0	0	5.586191776	0	0	0	0.044579419	0	0	0
CH17-296N19.1	0	0	0	0	0	0.072154809	0	0	0	16.26889576	0	0	0	0.058422718	0	0	0
CA4	0	0	0	0	0	0	0	0	0	66.70850964	0.099552192	0	0.104513839	0	0	0	0
BTNL8	1.222009782	0.362069743	0.179236187	0	0.093384436	0.161443262	0.100490944	0	0.078067557	83.79105699	0.041974101	0.082574868	0.951282206	0.162181037	1.839174437	0.086193844	0
RP11-676B18.1	0	0.029440241	0.014626244	0.040275314	0	0.051530429	0.040336441	0.024112029	0.031477666	6.17119059	0.026462296	0.021304752	0.015018571	0.040788539	0.064750477	0.041493344	0
SLPI	0	0	0	0	0	0.129038049	0	0	0	24.36708337	0	0	0.663939967	0	0.629461881	0	0
AP001434.2	4.566495404	0	0	0	0	0	0	0	0	75.10185726	0	0	0	0	0	0	0
SPATA20P1	5.74028445	0	0	0	0	0	0.028550352	0	0	74.92575432	0	0	0	0	0	0	0
CMTM2	4.073200643	0	0	0	0	0.603496305	0.024004102	0	0	180.690635	0	0.249729511	0.8546052	0.234403263	1.288704523	0	0
MMP9	1.294521603	0	0.034626525	0	0.024601588	0.507673022	0.02942672	0	0.038833528	94.36036072	0	0.013625059	0.271034381	0.229444015	4.079089971	0	0
CHI3L1	0.878500371	0.608550556	0.175785942	0.418062907	0.172080256	2.211959976	0.386344116	0.209477937	0.297622669	419.144787	0.414011605	0.431635818	0.859959851	1.180358028	1.157253144	0.196662384	3.254722294
RP11-7F17.3	0.049904252	0	0.053639208	0.195846803	0.034636225	0.113870381	0.274243124	0.021774726	0.041618405	45.6093714	0	0.021361247	0.066756177	0.048017473	0.134642986	0	0
KRT23	4.381232027	0	0	0	0	0.683578261	0.034266301	0.841625796	0	99.95227752	0	0.423916657	0.80680069	0.094095218	0.459735017	0	0
MANSC1	3.300540155	1.270620946	0.812230849	3.480039258	1.0571679	1.310121976	1.705985654	0.762117345	1.173493132	72.12085665	1.886528006	2.214789804	3.766132079	1.289439726	7.928047654	1.441677898	2.112911667
NECAB2	1.013275763	0	0	0	0	0	0	0	0	25.56161357	0	0	0	0	0	0	0
OTX1	0	0	0	0	0	0	0.006459183	0	0	3.081042124	0	0	0	0	0	0	0
CTD-2530H12.2	2.409814341	0	0	0	0	0.151943604	0	0	0	31.71356251	0	0.129942621	0.336668359	0.04242512	0	0	0
PGLYRP1	0	0.736832191	0.16627115	0	0	0.440448633	0.170002281	0.159298846	0	60.41750065	0.354680794	0.216819711	0.173621866	0.286300961	0	0	3.021017718
CXCL6	0	0	0	0	0	0	0	0	0	8.616760923	0	0	0	0	0	0	0
LRG1	24.66560368	0.727263193	0.592193118	0.730866356	0.538474757	2.938134799	0.973784083	0.43473133	0.706955346	296.3249543	0.616096496	1.235515348	4.787128327	1.401581835	40.35114127	0.740491192	4.202057582
KCNJ15	36.0398331	0.325293834	0.158329188	0.200750026	0.195416691	2.260943067	0.547867714	0.180170802	0.240239844	492.4314782	0.162756695	0.231218723	2.800173496	1.801655299	6.344367657	0.36087402	4.483843065
STEAP4	58.76233237	0.454770293	0.344038849	0.494569013	0.386542	1.859217793	0.499386259	0.217202156	0.373316389	210.4013324	0.391475449	0.401037912	2.094182728	1.153956364	3.12119925	0.603682461	2.703784678
CXCL1	20.4339169	0	0	0	0	0.201125069	0	0	0	202.625315	0	0	1.19384593	0.709504824	0.312736632	0	0
RP11-561P12.5	4.993288931	0	0	0	0	0	0.018215434	0	0	43.88600595	0	0	0.158270061	0.055909261	0	0	0
ANXA3	0.504581673	0.448936994	0.271543134	0.286190387	0.246511642	0.871324127	0.415778799	0.11157927	0.269685189	235.1685022	0.265849951	0.233929751	1.713469191	2.028074917	1.444238611	0.359154068	37.00236436
CYP4F3	5.596170684	1.970964461	2.258860697	1.573511623	2.31179265	3.525216071	2.449658321	1.477229278	2.055866533	149.49867	2.394670989	3.978346945	4.521564779	2.259725531	9.966434866	4.935236778	4.132495623
ALPL	0	0.233177239	0	0	0	4.332608042	0.028654906	0	0	440.8661115	0	0.067572322	1.589796899	6.562217815	0	0	0
CTA-286B10.7	2.13460792	0	0	0	0	0.289321118	0.167824836	0	0	97.54846558	0.19159224	1.398818577	1.176972991	0.577591322	1.114828905	0	0
MGAM	4.27079686	2.484084706	0.006016488	0	0	0.368976352	0.012748176	0	0	113.8751594	0	3.449656273	0.624717937	0.121698885	0.424694697	0	0.211989789
RP11-455F5.3	0.561751924	0.409927558	0.039683238	0.282929705	0.064700707	0.120383841	0.323465521	0.119551482	0.618421279	18.96028011	0.167799596	0	0.329157338	0.591884161	0.376356915	0	2.699450534
CACNA1E	0	0	0.000461804	0	0	0.111746177	0.00090315	0	0	7.901847539	0	0	0.027035597	0.571131802	0	0	0
MGAM2	0	0	0	0	0	0	0	0	0	3.330714511	0	0.043765454	0	0	4.147222613	0	0
MTND4P22	0	0	0	0	0	0	0	0	0	7.337546437	0	0	0.045810977	0	0	0	0
NFE4	0.675559784	0.522438053	0.174701533	0.764978643	0.199036906	0.488118886	0.654848109	0.304614776	0.180448083	25.27069902	0.668335048	0.628183781	0.643949605	0.639660779	2.619881287	0.850855378	0.616599813
CD177	0	0	0	0	0	0.273755633	0.066692153	0	0	21.7136718	0	0.274416667	0	0.078684671	0	0	0
RP4-673D20.6	0.864572615	0	0	0	0	0	0	0	0	3.195767126	0	0.017335055	0	0	0	0	0
BMX	0	0	0	0	0	0	0	0	0	12.05611228	0	1.939743387	0	0	0	0	0
KY	0.522923914	0.167752388	0.043589337	0.062696128	0.030407269	0.125750935	0.091417947	0.055681013	0.037334052	29.73266301	0.045085223	4.540874153	0.659788696	0.083789883	0.260694219	0.254030025	0.274509673
LUCAT1	26.94638508	0.983722846	0.674500406	0.177527538	0.153858546	1.029328756	1.07974143	0.268024227	1.335895217	172.8617918	0.489748231	0.328490246	4.463367225	0.983114201	7.406096537	0.476405905	1.231009626
RP1-229K20.5	20.32245135	0	0	0	0	0.598919117	0	0	0	107.2592263	0	0	3.147858416	0.15283617	12.90764691	0	0
KCNH7	0.214792775	0	0	0	0	0	0	0	0	1.568135	0	0.043086863	0.095143124	0.032039746	0.076685074	0.022462792	0
RP11-875O11.3	6.174038205	0	0	0.506082546	0	0	0	0	0	27.74020131	0	0.494082649	0.668199589	0	0	0	0
KREMEN1	1.660336752	0.962337285	0.701088382	1.013960137	0.615923046	1.304894529	1.211162161	1.044039706	1.084951724	8.826102381	0.918600214	1.01161922	2.040259438	1.032602706	2.639459408	2.179787399	1.699998643
MME	3.000045837	1.43250425	1.250992865	1.394000986	1.210443702	6.152231902	1.523941773	0.614976325	0.802169153	425.9724275	8.976504067	2.428265642	1.773831755	1.828264888	3.169791339	24.02822405	2.386217763
NRBF2	81.79694508	24.52984482	21.75608385	19.37153302	10.32949632	25.60960027	26.35276264	17.78961048	25.27117969	257.1473743	23.42239793	22.11625051	80.09016612	23.03241314	241.5049202	45.41279976	212.2642731
RP11-467L13.7	12.50840849	1.751592755	0.922488377	2.485684368	1.751966165	3.050276421	2.158701575	0.446501244	1.866003122	53.7800343	1.411822292	2.176166243	11.21240186	1.975737749	19.59573258	2.002602705	5.190552144
TNFRSF10C	24.97713242	0.552943972	0.159806696	0.959802666	0.158763301	3.369832378	0.161473037	0	0	1044.386472	0.05321776	8.645364065	23.22852106	1.806702951	26.5797859	0.326275659	1.075625478
RP11-206L10.2	18.44267043	3.875092663	3.360326797	5.073965705	4.557648186	4.874109003	5.274916885	3.684211794	3.902195433	46.37760505	3.419422811	1.649502299	15.79087047	4.028606088	15.34168006	4.472667427	13.29759727
AOC2	0.477829522	0.522497574	0.064728727	0.390414872	0.20605404	0.192442631	0.356938901	0.137045684	0	11.45531603	0.424071062	0.21937828	0.198034814	0.162680408	1.420974021	0	0
FAM157A	13.11551498	0.302813417	0.211211628	0.647052633	0.589621832	0.914626722	0.568338119	0.308038084	0.241518271	52.19115102	0.111418071	0.301100359	11.18270747	0.866076191	2.201987226	0.214973176	0.769611818
RP11-256L6.3	0.807289472	0	0	0	0	0.175512165	0	0	0	29.31157469	0	8.193682373	0.103912451	0.188468407	0	0	0
LINC01506	9.222018127	0.326556265	0.029483454	0	0	0.157149284	0.130248468	0	0.304813418	66.38489867	0	0.319894922	16.33364976	0.169822	6.777250629	0.501651365	1.855042609
DSC2	19.34196893	0.093026445	0.043233509	0.086066025	0.069904144	0.794294	0.087411692	0.05692791	0.106247371	33.01827708	0.053719212	0.253595287	3.364369571	0.316651941	1.61763379	0.086978964	1.113545357
IL1R2	10.16542892	0.095574519	0	0	0	0.345386626	0.441336729	0	0	325.3786371	0.082075467	0.422900453	3.32838838	0.392680987	383.0267158	2.21348855	0
CTB-50L17.14	1.149318486	0.156072384	0.272143779	0.154755753	0.529876957	0.715664295	0.394363908	0.390897762	0.467366872	9.238349898	0.229887029	0.768882008	0.833015774	0.580906329	2.233392055	0.625933179	2.95442676
RP11-44F14.1	22.50940965	0.677261931	0.395149412	0.81804296	0.428088302	1.336350974	0.785377674	0.532606764	0.690350974	45.2458941	0.646599475	12.12991932	4.551840727	1.018528417	11.4600467	0.830737589	2.673263342
NOV	1.411354134	0	0	0	0	0	0	0	0	23.17651971	0	1.374530939	1.767208731	0.171079264	4.902165054	0.357597057	0
PRRG4	6.508725462	0.609111756	0.46912017	0.517194322	0.442353813	0.599122921	0.626505312	0.387106569	0.471463332	8.627724868	0.561840981	1.058364225	2.388607356	0.585012333	5.429860417	0.642207743	0.904067554
CCNJL	0.528736287	5.679780688	0.074148641	0.140177282	0.091374263	0.458458924	0.202724486	0.012961424	0.028620167	21.10642812	0.407609916	0.503287437	0.937368893	0.22357742	1.709124874	0.195832139	1.297733755
TECPR2	12.39512872	3.911600267	2.759002486	4.246540897	3.340176105	1.21514184	3.647755551	2.280449672	3.942494387	38.77565375	3.348369551	2.970967237	8.759366145	1.812542726	13.54753969	2.481339352	17.93079282
LRRC4	1.088509321	0.025660149	0.200831228	0.053980901	0.070326162	0.038840701	0.148431365	0.08858072	0.055095906	11.25450603	0.230993368	0.412904151	2.169690239	0.1593047	2.656453675	0.496324481	0.833951233
HIST1H2BC	3.206149619	0.635455541	0.700793607	0.543240659	0.340022119	4.678443174	1.080262498	0.106785623	0.152076634	94.88520437	0	1.781373714	3.91425745	1.029486124	4.177679224	13.43586618	33.97645935
ANKRD34B	2.901187297	0	0	0	0	0.134331438	0	0	0	4.769038484	0	0.0548044	0.014265403	0.014123866	0	0	0
LINC01127	6.867579906	0.068912722	0.100677669	0.108258609	0.074921544	0.095224809	0.13057824	0.066512868	0.090002582	8.14760902	0.08381484	0.161355546	0.164749462	0.138273485	4.437568897	0.130366041	0.2326035
FRAT2	8.768353218	1.410950477	0.701309856	1.342873987	1.018590951	1.49619084	0.822647769	0.639223233	1.493576616	42.88293097	2.196285691	0.912924741	5.552439917	1.611938964	30.54076323	0.974529453	5.132996172
ZDHHC18	5.42440544	6.383133668	7.561121089	1.953876432	5.162779477	2.919253689	9.667782952	8.362440701	15.16899351	165.8262711	8.53018947	6.776561267	12.48000398	3.884143953	53.94662288	3.321010308	16.52377414
RP11-196G18.3	0.293305417	0	0	0	0	0	0	0	0	1.403093526	0	0	0	0	0.344101763	0	0
LINC01317	2.422710855	1.475525475	1.069476643	1.599345832	1.407590297	2.118774837	1.847416695	0.390695922	1.328666974	16.43199072	1.682782133	1.644260369	2.347852623	3.529713187	6.423765037	2.010809071	11.14269778
MTND5P24	0	0	0	0	0	0	0	0	0	2.806974589	0	0	0	0	0	0	0
VNN3	41.28904332	2.426745369	1.761757951	1.291677869	1.169984681	1.894971266	1.211958088	0.9275833	1.087939632	263.7430541	1.612705002	51.72605515	8.591103781	1.302822235	3.298389434	2.332121979	6.029665011
SLC45A4	1.248813204	0.441291879	0.46256299	0.516112056	0.377020773	0.254929898	0.590414262	0.498914738	0.66111411	12.76160924	0.35761409	2.645719049	0.881140005	0.149200544	4.362752284	0.597072455	0.658535492
GPR27	1.373770125	0	0.106834506	0	0	0	0.345966488	0	0.148961639	9.644882035	0	0.038830772	0.241463653	0	1.062194842	0	0
RP11-144A16.8	3.349988966	2.011232178	2.226975084	1.820288055	1.947001772	0.87100021	2.492712341	1.307336424	1.742181782	71.14834156	1.707460964	2.922716541	2.553307959	2.797342183	5.605834297	2.71671382	1.365830713
RP11-1228E12.1	11.28643095	0.785927214	0.639778259	0.540161351	0.72858738	0.770129031	0.92760591	0.532243347	0.566378235	23.21992102	0.552107669	0.618135673	8.336781064	0.846723462	3.30086749	1.033993876	2.746112447
LLNLF-173C4.2	6.406118837	0.081615234	1.058269047	1.375219895	2.569059311	2.699012406	1.234674315	0.827560587	0.737057985	69.3052696	0.485120048	0.09011967	2.94742799	0.858558311	3.637185385	1.557779146	1.612402997
TRDV3	0	5.995197403	0.835627819	2.270510966	0.507330995	0	3.247261755	0.864902478	63.05833551	0	861.5750009	0	0	0	0	0	0
TRDV1	0	0	14.82547066	32.57050081	10.71750727	0	26.65909209	0.470485459	46.7931693	0	2172.010167	0	0	0.124589727	0	0	0
RP11-277P12.6	0.104256184	61.95994743	51.84599144	0.39400036	1.165211992	1.145922083	0.335139875	0.118139434	5.931224365	0	87.79864452	0	1.205675668	0.390500056	0	0	0
AC069363.1	3.712862417	10.24162236	6.407473202	1.389431998	1.135325388	1.990244154	1.756612098	1.498185205	10.51686095	2.047875053	25.35856844	0.681399244	4.491694476	1.69514019	10.59466936	1.686722429	4.760282843
TRDC	0.335451555	1341.111626	7.169643113	28.39448158	3.348219835	11.10683869	20.57348404	0.332142618	3413.567975	1.072964357	2849.662722	0.289821031	27.16865456	9.922933325	0.472439634	0.274714788	9.270616928
AE000661.37	0.945738724	166.3647942	1.713785555	3.549003383	3.11975085	0.301526554	6.419511904	0	200.7186611	4.843257158	196.8384599	21.11929255	3.648697863	6.667925377	0	0	10.63143896
TRGV4	3.603512056	10.36299726	61.80797428	8.999445165	6.581054802	1.579403216	11.40352216	69.49678834	55.64986254	0	219.089232	0	0.904047005	2.375999433	17.42676216	16.10662823	14.47712664
TRGV2	0	6.869207577	146.9518653	5.082311415	2.029263718	0	10.46154482	96.15021895	95.19532745	0	788.6301919	0	0	0.339170896	0.770249837	2.358659719	2.744865762
CYP24A1	0.040501718	0.184851388	0.19879127	0.044739908	0.037300612	0.021919909	1.091332754	0.055868146	0	0	4.657229365	0.467466223	0.057060479	0.071279525	0.221117949	0	0
KLRC4	0	93.9377119	114.3603839	0.51725763	40.96141071	1.013171248	1.251674147	1.802169731	53.82409568	0.047303504	117.2169373	0	1.797949955	0.132715343	0	2.529549532	0
KLRA1P	1.642840211	28.93444722	49.19169874	6.344665276	5.784330752	2.773725829	6.518080926	3.392350717	6.645229966	0	55.83026046	0.594182112	3.902257387	4.208505488	15.92573322	10.90459756	4.504774993
GS1-115G20.1	0	34.01076228	29.39223885	0	0	0	4.285503462	1.434381663	24.60107575	0	35.29772265	0	1.087145483	0.014507997	7.134702612	3.093097752	0
TRGV8	5.953194636	55.00102786	117.9752047	1.229004341	0.639381152	0.540264113	7.328598219	100.2646663	96.96818501	0.134565126	160.573324	0	3.641725282	0.1495359	16.52028103	4.271480225	2.950852392
SERTAD1	21.70400987	19.94578416	37.02933744	6.074922051	3.825725311	7.993921926	10.65856691	16.91402884	47.62880845	5.722876459	50.43051768	6.270120857	18.9849098	7.92359161	64.94134816	13.41740736	17.35210073
IFNG	0	26.33832149	54.71201143	1.883087166	0.123474569	1.318887873	9.778099597	3.129844595	27.269957	0.038002379	51.75641191	0	0.223618171	2.752137602	0	0	15.73107588
KIAA1671	0.521439263	15.27624074	15.50033514	2.327478375	0.912295863	0.521411472	4.852993002	1.403211178	7.480275882	0.147873162	19.17297798	0.293073727	0.882039812	0.433726596	1.637529627	0.634405691	0.742023785
RP11-305L7.1	0	6.065326635	6.782250414	0.385391649	0.143996112	0	0.41924075	0.313222227	5.220228178	0	11.34246441	0	0	0.136007485	0.793080358	0.144935463	0
MYO6	0.287787754	12.71746878	17.06737143	0.517682129	1.77157733	0.514224156	5.754161124	2.473572499	8.13598824	0.075278213	21.96623664	0.293751289	0.42015466	0.926683306	1.03482903	0.702198872	7.917150161
SGCD	0	3.034854816	4.508316903	0	0.002898054	0	1.292729559	0	0.270070374	0	5.255466964	0	0.008882146	0	0	0	0.659984403
GLB1L2	0.234421418	10.53607672	14.83675705	0.846534542	0.707956592	0.168572837	5.353394657	1.856650714	5.92482798	0.109356087	16.38486961	0.154816152	0.594732567	0.255301544	0.436665721	0.431302613	9.848777843
IKZF2	0.02638099	21.60022744	31.36857665	6.128505118	4.515590453	7.828379125	15.14398455	41.40008781	8.316346617	0.168439674	78.53649581	35.09500143	0.536593778	0.638996478	1.011116673	4.37063426	0.627513543
TRGJP2	0	161.2109602	149.5147672	7.433024814	0	3.487763362	27.99933461	141.8347686	397.5520097	0	287.8167656	0	3.468324211	0	0	0	0
RAP2A	5.969553332	11.23420409	11.54732884	1.873148983	1.695132448	1.445314301	5.665659533	2.622389084	5.790704162	0.206235111	17.58748995	2.426751853	12.97591938	2.363251661	47.16714084	11.66372838	22.63387769
GZMH	0.49014198	697.5952237	1220.245332	28.07079974	1.810104838	8.37192854	149.9816843	11.05008483	332.4288718	0.240164829	1371.895882	0.084318377	19.49552149	5.703820706	0.726086655	15.11922167	17.31741291
LINC02086	1.704512525	4.574288541	10.17640977	0.641976733	0.575792478	0.744841413	1.805851707	0.481477145	5.553136867	0.289311077	9.354126301	0.968111785	1.389271198	1.387865086	3.686574821	2.02755013	2.675760393
ABHD17A	3.48692032	15.49694725	11.43096045	3.060949513	2.028719724	4.078813139	5.610780768	5.715437209	14.75178161	0.607063957	17.69685489	1.009820007	4.722402998	3.717379659	16.62981119	5.585455574	8.575510558
RCAN2	0	0.801006887	12.03444231	0	0	0	2.616206395	0	0.81306395	0	7.58659001	0	0	0	0	0	0
RP11-204N11.1	0	5.045139754	6.286786721	0.8544427	0	0	1.237441333	0.091055163	1.792335927	0.013331179	6.574173468	0.010192567	0	0	0	0	0
TTC16	0.886520158	23.01543746	35.5656084	5.17208092	8.479062884	0.844249025	9.908276785	14.90915608	28.33327285	0.732810192	38.73379428	0.434910958	1.133457454	0.836759343	2.847773605	1.164394444	1.104663315
C8G	0.338104344	9.760439674	10.052147	0	0	0.124653702	1.983207716	4.69196762	6.947108436	0	15.52921101	0	0.484525934	0.442609146	2.173929937	5.378441317	0.774002333
CADM1	0.491582427	20.89247471	10.46991056	1.042126927	0.19574968	0.258306117	5.12104534	6.013726955	28.87994187	0.269547611	28.53413329	0.04732398	1.722201235	4.059961473	82.6965598	0.475523772	166.2771895
TPRG1	2.645958548	17.9090101	43.26958433	2.045451318	0.167468365	0.767679075	18.23466104	6.121766255	32.02936134	1.796049908	45.42374862	0.325712879	6.900717679	0.719727886	7.732203111	0.502608817	6.953171236
KLHL4	0.014533469	2.164220943	0.595227998	0.028916045	0.024094798	0	0.914526289	0.041630803	0.096207479	0	2.168630297	0.00686951	0.007418097	0.003972476	0	0	0.047439138
TRGV5	12.02988679	11.45130762	49.53173497	13.58880758	8.187438031	0	20.31035406	57.1779629	38.62726222	0.242364472	130.2845638	0	2.480397275	1.654277992	34.38150459	39.72238413	43.57831106
SERTAD3	40.59855246	26.98572161	47.69309273	5.272479206	3.255947034	12.45148694	11.23766856	16.89154941	39.26434682	24.53384354	63.00515109	8.27475673	62.9944496	23.76456226	178.4664867	73.87035714	36.7066602
TIGIT	0.060459472	118.4300136	116.8460296	7.260863325	2.37126712	2.25203453	76.00626381	5.311233969	21.16406777	0.085275122	184.7936488	0.176462141	3.8029416	3.111370828	0	2.547448891	19.31894161
ENC1	16.19550873	14.82635451	11.48631519	1.228513526	0.536219924	2.408722587	1.705085669	0.502658083	7.49927436	0.074416387	13.85020048	0.544730983	6.732201965	1.947624612	25.73969906	0	4.2055281
GPR68	0.175546004	31.61747464	26.80184227	1.618783996	0.591839187	1.18648321	11.92736969	19.28206963	28.25507885	4.767049187	32.94864909	0.378443361	0.965006103	1.892085835	1.852127953	0	7.157314867
TRGC2	1.333120035	177.2366411	752.3035668	36.58781585	19.18324307	2.39578398	181.4692448	472.6033301	1299.267372	0.22426683	1737.927671	0	2.831319151	1.939596076	1.764979591	0.428007546	4.090620819
AC131056.3	0.865889571	3.611493924	4.515589781	0.263912223	0	0	0.660817234	3.58288153	5.10171075	1.039868819	8.685042231	0	0.210401039	0.000974393	0	0	0
WDR63	0	0.323431727	2.394857213	0.49626068	0	0	1.17822593	0.598741448	1.756220216	0	3.98973772	0	0	0.078268164	0	0.783467303	0
ERRFI1	1.785806614	2.022034096	1.784026526	1.208901243	0.819801002	0.50855642	2.158221413	1.059493064	4.951711582	0.395599795	7.26857401	0.071621832	2.67765548	0.917873607	1.832276248	3.47166806	0
LINC00944	0	38.20395401	38.00786031	0.724207434	0	1.336044474	24.13238986	15.37615838	30.01671157	0	57.7864773	0	0.872810996	12.83543454	1.049402604	0	7.670543781
KIF21A	0.285760246	35.12604577	35.38339755	6.56760548	3.779575412	0.421057165	20.37634471	17.92256257	34.89619327	0.010127897	46.34420066	0.40732218	0.709000552	2.508298927	0.972144899	0.298789665	39.78205063
IGLV3-13	0	7.03055313	10.15430867	0	0	0	9.227375977	0	3.547606201	0	10.94294183	0	0	0.301178711	0	0	31.99369403
ZNF365	0.531859402	6.679219392	8.694481971	0.91450492	0.11411771	0.146743022	7.446632632	0.126345201	1.411968377	0.495863863	9.998935421	0.107706283	0.801889925	0.173453779	0.740203307	0.382723537	0.569134704
TBKBP1	0.796245652	2.673737931	2.559587582	0	0	0	0.672520737	1.373873166	3.704222926	1.92964089	4.257317526	0.023134306	0.05437856	0.428560923	2.159234882	0.511020943	0
KRT8P48	0	8.276995741	7.441358154	0.428077911	0	0	2.099211129	2.761264163	8.463480338	0	8.991604291	0	0	0	0	0	0
ATP1A3	0.418398986	6.387858878	6.020717337	2.121593455	1.633763944	1.217829111	2.676392033	2.026831916	5.492658005	0.696510222	6.591533547	0.590905407	0.736673297	1.275526717	0.769507223	0.977377018	4.399903552
TUBB4A	0.598639163	5.83277187	6.806114955	3.420570745	1.591590747	2.534888656	2.400916441	4.965579331	8.143761775	0.108070999	12.06101531	0	0.260618075	8.347973519	0	0	4.665298029
TRGV3	10.93760147	20.23538519	173.7556223	45.54680059	27.64148078	3.042825164	50.14863517	115.0575171	93.89429046	0	217.542817	0.110588124	4.576897204	7.2115714	92.1256634	71.9218139	52.03436561
CST7	0.49282886	524.9106921	491.8949089	11.62112036	1.445982132	8.606980663	83.08264865	244.8469652	689.3572654	92.26256558	707.5143706	5.979786012	16.52198477	5.574653979	139.3390515	0.217766819	8.88020694
RP4-800J21.3	0.376963305	4.273254474	2.586403409	2.58095966	1.685356966	3.118325497	3.277665943	1.618752479	3.838073732	0.295734578	6.455989516	0.318799513	0.34253715	2.240900687	0.695109175	1.259523238	5.163196198
MLF1	0.971430374	2.757432479	3.198169152	1.253163651	1.587214404	0.818570917	5.216318498	0.644568526	2.998223149	0.150319879	8.364459551	0.65683001	0.547332663	0.837723901	2.760364497	0.703517342	0.364925896
TRG-AS1	8.889059177	104.5064333	107.0877244	21.08747182	15.09222979	2.770206292	34.45889027	51.87313786	87.25850812	1.383747096	120.1013116	0.507316095	4.763230298	4.321470712	35.32606113	55.94530359	35.80640969
LINC00943	0	7.473868189	6.845886724	0.070018297	0	0	4.251420111	2.160010024	3.770722468	0	7.086465438	0	0	1.447636648	0	0	0.139573837
PTCH1	0.165164721	71.78825283	42.73598794	17.76455529	22.49351746	3.313479614	20.85436951	45.61668832	67.38551889	0.089715231	79.05939865	0.631195463	2.144545753	17.58508725	1.119748616	0.234253347	24.7902642
RALGDS	15.29468589	135.4292948	138.5610356	13.36765277	10.74169852	7.31788135	89.44558629	58.66184892	144.7929269	2.415592984	191.5806234	12.07318137	10.75550287	16.97896854	66.11874728	20.0384749	69.45924532
OR6N1	0	0	0	0	0	0	0	0	0	0	0	6.574650932	0	0	0	0	0
OR2I1P	0	0	0	0	0	0	0	0	0	0	0	19.82681412	0	0	0	0	0
RP11-529A4.7	0	0	0	0	0	0	0	0	0	0	0	5.589563071	0	0	0	0	0
DSG3	0.101939782	0.067741066	0.010022992	0.091791229	0.018353471	0.08271014	0.055557016	0.025029163	0.039841545	0.067704668	0.025049056	9.819347599	0.082702875	0.039402364	0.338118204	0.096069182	0.056063066
RP11-529A4.4	0	0	0	0	0	0	0	0	0	0	0	3.102633413	0	0	0	0	0
OR6N2	0	0	0	0	0	0	0	0	0	0	0	12.17833829	0	0	0	0	0
TRIM51BP	0	0	0	0	0	0	0	0	0	0	0	149.4442772	0	0	0	0	0
AKAP12	0.096971193	0.16846689	0.027679095	0.057662207	0.039811412	0.368577029	0.126208837	0.018770938	0.022849033	0.16269237	0.035383475	62.73789618	0.222064139	0.091442117	0.152126751	0.097356898	0.14066126
